REV,attacker_blocks,total_blocks,fork_rate,orphan_blocks,delay_usage_freq,delay_cost,mean_reward,epsilon,mode,alpha,delay_intensity,target_fraction
0.008333333333333333,5,600,0.0,567,0.12,246956.82741291492,-0.5564686399275096,0.05,C,0.05,500,0.5
0.005,3,600,0.0,571,0.09833333333333333,292427.70057519816,-0.5503457493999303,0.05,C,0.05,500,0.5
0.0,0,600,0.0,569,0.08,219001.0660650962,-0.5380118249948506,0.05,C,0.05,500,0.5
0.005,3,600,0.0,571,0.09166666666666666,276984.31323615287,-0.6554207422413786,0.05,no_targeting,0.05,500,0.5
0.01,6,600,0.0,568,0.25,499179.33168199274,-0.6695752232975728,0.05,no_targeting,0.05,500,0.5
0.0,0,600,0.0,573,0.125,340930.2708268867,-0.6573305470624735,0.05,no_targeting,0.05,500,0.5
0.02,12,600,0.0,565,0.11833333333333333,250634.85189519814,-0.6330578420149338,0.05,no_targeting,0.05,500,0.5
0.04833333333333333,29,600,0.0,564,0.115,214237.63765859636,-0.6075966795084767,0.05,no_targeting,0.05,500,0.5
0.0,0,600,0.0,570,0.26166666666666666,458327.6128657373,-0.6155454420276019,0.05,no_targeting,0.05,500,0.5
0.0,0,600,0.0,569,0.12,303858.3540526287,-0.605604451898276,0.05,no_targeting,0.05,500,0.5
0.008333333333333333,5,600,0.0,574,0.255,511088.06946589454,-0.6184925142239979,0.05,no_targeting,0.05,500,0.5
0.0,0,600,0.0,571,0.12,367202.57600644475,-0.6162481090741985,0.05,no_targeting,0.05,500,0.5
0.006666666666666667,4,600,0.0,566,0.16,447115.24600136996,-0.6213746257924253,0.05,no_targeting,0.05,500,0.5
0.023333333333333334,14,600,0.0,558,0.0,206322.44105109797,0.0,0.0,no_rl,0.05,500,0.5
0.06,36,600,0.0,563,0.0,239448.6324691061,0.0,0.0,no_rl,0.05,500,0.5
0.04666666666666667,28,600,0.0,562,0.0,233776.39430887587,0.0,0.0,no_rl,0.05,500,0.5
0.0,0,600,0.0,567,0.0,245876.22696555284,0.0,0.0,no_rl,0.05,500,0.5
0.0,0,600,0.0,569,0.0,256417.5857840435,0.0,0.0,no_rl,0.05,500,0.5
0.0,0,600,0.0,562,0.0,259705.251747099,0.0,0.0,no_rl,0.05,500,0.5
0.06,36,600,0.0,558,0.0,240136.21664711233,0.0,0.0,no_rl,0.05,500,0.5
0.035,21,600,0.0,564,0.0,199047.5988659889,0.0,0.0,no_rl,0.05,500,0.5
0.06,36,600,0.0,563,0.0,253822.42194018073,0.0,0.0,no_rl,0.05,500,0.5
0.055,33,600,0.0,562,0.0,252861.35778479176,0.0,0.0,no_rl,0.05,500,0.5
0.0,0,600,0.0,567,0.05333333333333334,257018.4784058609,0.044444444444444446,0.05,no_cost,0.05,500,0.5
0.06,36,600,0.0,563,0.09333333333333334,308396.6735260365,0.046,0.05,no_cost,0.05,500,0.5
0.03666666666666667,22,600,0.0,562,0.09666666666666666,326330.63124120963,0.04666666666666667,0.05,no_cost,0.05,500,0.5
0.03666666666666667,22,600,0.0,565,0.09166666666666666,232022.48212711228,0.04736111111111111,0.05,no_cost,0.05,500,0.5
0.056666666666666664,34,600,0.0,565,0.08833333333333333,275951.6144661509,0.04807692307692308,0.05,no_cost,0.05,500,0.5
0.016666666666666666,10,600,0.0,570,0.07166666666666667,259040.05505135463,0.047619047619047616,0.05,no_cost,0.05,500,0.5
0.04833333333333333,29,600,0.0,570,0.07333333333333333,272596.6140230567,0.04766666666666667,0.05,no_cost,0.05,500,0.5
0.03166666666666667,19,600,0.0,565,0.07166666666666667,283271.8721852434,0.048125,0.05,no_cost,0.05,500,0.5
0.0,0,600,0.0,566,0.075,269305.7005011095,0.04823529411764706,0.05,no_cost,0.05,500,0.5
0.006666666666666667,4,600,0.0,564,0.06,245180.12887434312,0.047962962962962964,0.05,no_cost,0.05,500,0.5
0.03833333333333333,23,600,0.0,462,0.0,0.0,0.0,0.0,A,0.05,1000,0.0
0.005,3,600,0.0,474,0.0,0.0,0.0,0.0,A,0.05,1000,0.0
0.0,0,600,0.0,484,0.0,0.0,0.0,0.0,A,0.05,1000,0.0
0.0,0,600,0.0,482,0.0,0.0,0.0,0.0,A,0.05,1000,0.0
0.021666666666666667,13,600,0.0,489,0.0,0.0,0.0,0.0,A,0.05,1000,0.0
