metric,mean,std,mode,alpha,delay_intensity,target_fraction,runs,run_mode,training_mean_reward,training_reward_history
attacker_blocks,54.7,7.165503781622367,C,0.2,1000,0.5,10,C,-0.8161669315450464,"[-1.0207452976305968, -0.9319353520078663, -0.8639514262428212, -0.8106564461861419, -0.7712435903105944, -0.7516676338098082, -0.7056662985675047, -0.673469407605038]"
total_blocks,600.0,0.0,C,0.2,1000,0.5,10,C,-0.8161669315450464,"[-1.0207452976305968, -0.9319353520078663, -0.8639514262428212, -0.8106564461861419, -0.7712435903105944, -0.7516676338098082, -0.7056662985675047, -0.673469407605038]"
fork_rate,0.0,0.0,C,0.2,1000,0.5,10,C,-0.8161669315450464,"[-1.0207452976305968, -0.9319353520078663, -0.8639514262428212, -0.8106564461861419, -0.7712435903105944, -0.7516676338098082, -0.7056662985675047, -0.673469407605038]"
orphan_blocks,544.3,7.165503781622367,C,0.2,1000,0.5,10,C,-0.8161669315450464,"[-1.0207452976305968, -0.9319353520078663, -0.8639514262428212, -0.8106564461861419, -0.7712435903105944, -0.7516676338098082, -0.7056662985675047, -0.673469407605038]"
delay_usage_freq,0.2015,0.11201149081265759,C,0.2,1000,0.5,10,C,-0.8161669315450464,"[-1.0207452976305968, -0.9319353520078663, -0.8639514262428212, -0.8106564461861419, -0.7712435903105944, -0.7516676338098082, -0.7056662985675047, -0.673469407605038]"
delay_cost,435422.58569487615,127162.85614828415,C,0.2,1000,0.5,10,C,-0.8161669315450464,"[-1.0207452976305968, -0.9319353520078663, -0.8639514262428212, -0.8106564461861419, -0.7712435903105944, -0.7516676338098082, -0.7056662985675047, -0.673469407605038]"
mean_reward,-0.6661744007653274,0.027954128914710746,C,0.2,1000,0.5,10,C,-0.8161669315450464,"[-1.0207452976305968, -0.9319353520078663, -0.8639514262428212, -0.8106564461861419, -0.7712435903105944, -0.7516676338098082, -0.7056662985675047, -0.673469407605038]"
epsilon,0.05,0.0,C,0.2,1000,0.5,10,C,-0.8161669315450464,"[-1.0207452976305968, -0.9319353520078663, -0.8639514262428212, -0.8106564461861419, -0.7712435903105944, -0.7516676338098082, -0.7056662985675047, -0.673469407605038]"
REV,0.084,0.013680661308107897,no_targeting,0.2,1000,0.5,10,no_targeting,-1.2367601398477404,"[-1.5428433640542123, -1.5347407097058055, -1.3709214928084659, -1.2736989702254338, -1.1515504939523287, -1.0522923647721325, -0.9918445510607966, -0.9761891722027466]"
attacker_blocks,50.4,8.208396784864739,no_targeting,0.2,1000,0.5,10,no_targeting,-1.2367601398477404,"[-1.5428433640542123, -1.5347407097058055, -1.3709214928084659, -1.2736989702254338, -1.1515504939523287, -1.0522923647721325, -0.9918445510607966, -0.9761891722027466]"
total_blocks,600.0,0.0,no_targeting,0.2,1000,0.5,10,no_targeting,-1.2367601398477404,"[-1.5428433640542123, -1.5347407097058055, -1.3709214928084659, -1.2736989702254338, -1.1515504939523287, -1.0522923647721325, -0.9918445510607966, -0.9761891722027466]"
fork_rate,0.0,0.0,no_targeting,0.2,1000,0.5,10,no_targeting,-1.2367601398477404,"[-1.5428433640542123, -1.5347407097058055, -1.3709214928084659, -1.2736989702254338, -1.1515504939523287, -1.0522923647721325, -0.9918445510607966, -0.9761891722027466]"
orphan_blocks,548.6,8.208396784864739,no_targeting,0.2,1000,0.5,10,no_targeting,-1.2367601398477404,"[-1.5428433640542123, -1.5347407097058055, -1.3709214928084659, -1.2736989702254338, -1.1515504939523287, -1.0522923647721325, -0.9918445510607966, -0.9761891722027466]"
delay_usage_freq,0.20833333333333331,0.07998070755030187,no_targeting,0.2,1000,0.5,10,no_targeting,-1.2367601398477404,"[-1.5428433640542123, -1.5347407097058055, -1.3709214928084659, -1.2736989702254338, -1.1515504939523287, -1.0522923647721325, -0.9918445510607966, -0.9761891722027466]"
delay_cost,495216.4047698158,206896.30291822337,no_targeting,0.2,1000,0.5,10,no_targeting,-1.2367601398477404,"[-1.5428433640542123, -1.5347407097058055, -1.3709214928084659, -1.2736989702254338, -1.1515504939523287, -1.0522923647721325, -0.9918445510607966, -0.9761891722027466]"
mean_reward,-0.8637541769200535,0.03872539377944368,no_targeting,0.2,1000,0.5,10,no_targeting,-1.2367601398477404,"[-1.5428433640542123, -1.5347407097058055, -1.3709214928084659, -1.2736989702254338, -1.1515504939523287, -1.0522923647721325, -0.9918445510607966, -0.9761891722027466]"
epsilon,0.05,0.0,no_targeting,0.2,1000,0.5,10,no_targeting,-1.2367601398477404,"[-1.5428433640542123, -1.5347407097058055, -1.3709214928084659, -1.2736989702254338, -1.1515504939523287, -1.0522923647721325, -0.9918445510607966, -0.9761891722027466]"
REV,0.16566666666666668,0.020126145393369828,no_rl,0.2,1000,0.5,10,no_rl,,
attacker_blocks,99.4,12.0756872360219,no_rl,0.2,1000,0.5,10,no_rl,,
total_blocks,600.0,0.0,no_rl,0.2,1000,0.5,10,no_rl,,
fork_rate,0.0,0.0,no_rl,0.2,1000,0.5,10,no_rl,,
orphan_blocks,499.6,12.0756872360219,no_rl,0.2,1000,0.5,10,no_rl,,
delay_usage_freq,0.0,0.0,no_rl,0.2,1000,0.5,10,no_rl,,
delay_cost,229679.65697722387,30946.802139747204,no_rl,0.2,1000,0.5,10,no_rl,,
mean_reward,0.0,0.0,no_rl,0.2,1000,0.5,10,no_rl,,
epsilon,0.0,0.0,no_rl,0.2,1000,0.5,10,no_rl,,
REV,0.19466666666666665,0.016514116669768212,no_cost,0.2,1000,0.5,10,no_cost,0.18592385912698411,"[0.16166666666666665, 0.18666666666666668, 0.19055555555555556, 0.19, 0.19166666666666668, 0.1897222222222222, 0.18857142857142858, 0.18854166666666666]"
attacker_blocks,116.8,9.908470001860922,no_cost,0.2,1000,0.5,10,no_cost,0.18592385912698411,"[0.16166666666666665, 0.18666666666666668, 0.19055555555555556, 0.19, 0.19166666666666668, 0.1897222222222222, 0.18857142857142858, 0.18854166666666666]"
total_blocks,600.0,0.0,no_cost,0.2,1000,0.5,10,no_cost,0.18592385912698411,"[0.16166666666666665, 0.18666666666666668, 0.19055555555555556, 0.19, 0.19166666666666668, 0.1897222222222222, 0.18857142857142858, 0.18854166666666666]"
fork_rate,0.0,0.0,no_cost,0.2,1000,0.5,10,no_cost,0.18592385912698411,"[0.16166666666666665, 0.18666666666666668, 0.19055555555555556, 0.19, 0.19166666666666668, 0.1897222222222222, 0.18857142857142858, 0.18854166666666666]"
orphan_blocks,482.2,9.908470001860922,no_cost,0.2,1000,0.5,10,no_cost,0.18592385912698411,"[0.16166666666666665, 0.18666666666666668, 0.19055555555555556, 0.19, 0.19166666666666668, 0.1897222222222222, 0.18857142857142858, 0.18854166666666666]"
delay_usage_freq,0.22516666666666665,0.016224695397471744,no_cost,0.2,1000,0.5,10,no_cost,0.18592385912698411,"[0.16166666666666665, 0.18666666666666668, 0.19055555555555556, 0.19, 0.19166666666666668, 0.1897222222222222, 0.18857142857142858, 0.18854166666666666]"
delay_cost,358230.88082331617,66031.55155872881,no_cost,0.2,1000,0.5,10,no_cost,0.18592385912698411,"[0.16166666666666665, 0.18666666666666668, 0.19055555555555556, 0.19, 0.19166666666666668, 0.1897222222222222, 0.18857142857142858, 0.18854166666666666]"
mean_reward,0.18870047939533235,0.002014873357982184,no_cost,0.2,1000,0.5,10,no_cost,0.18592385912698411,"[0.16166666666666665, 0.18666666666666668, 0.19055555555555556, 0.19, 0.19166666666666668, 0.1897222222222222, 0.18857142857142858, 0.18854166666666666]"
epsilon,0.05,0.0,no_cost,0.2,1000,0.5,10,no_cost,0.18592385912698411,"[0.16166666666666665, 0.18666666666666668, 0.19055555555555556, 0.19, 0.19166666666666668, 0.1897222222222222, 0.18857142857142858, 0.18854166666666666]"
REV,0.17283333333333334,0.06545684658942942,A,0.2,2000,0.0,10,A,,
attacker_blocks,103.7,39.274107953657655,A,0.2,2000,0.0,10,A,,
total_blocks,600.0,0.0,A,0.2,2000,0.0,10,A,,
fork_rate,0.0,0.0,A,0.2,2000,0.0,10,A,,
orphan_blocks,445.7,21.81767886625686,A,0.2,2000,0.0,10,A,,
delay_usage_freq,0.0,0.0,A,0.2,2000,0.0,10,A,,
delay_cost,0.0,0.0,A,0.2,2000,0.0,10,A,,
mean_reward,0.0,0.0,A,0.2,2000,0.0,10,A,,
epsilon,0.0,0.0,A,0.2,2000,0.0,10,A,,
REV,0.20516666666666666,0.018928879236124956,B,0.2,2000,0.0,10,B,,
attacker_blocks,123.1,11.357327541674975,B,0.2,2000,0.0,10,B,,
total_blocks,600.0,0.0,B,0.2,2000,0.0,10,B,,
fork_rate,0.0,0.0,B,0.2,2000,0.0,10,B,,
orphan_blocks,475.9,11.357327541674973,B,0.2,2000,0.0,10,B,,
delay_usage_freq,0.0,0.0,B,0.2,2000,0.0,10,B,,
delay_cost,196280.71083120856,40772.20805220658,B,0.2,2000,0.0,10,B,,
mean_reward,0.0,0.0,B,0.2,2000,0.0,10,B,,
epsilon,0.0,0.0,B,0.2,2000,0.0,10,B,,
REV,0.07733333333333334,0.011033059188716809,C,0.2,2000,0.0,10,C,-0.8614495786399091,"[-1.2863418069243713, -0.9902508321981414, -0.8653435203645844, -0.8147062007558433, -0.7838082347857269, -0.7330198924616025, -0.7169407683855941, -0.7011853732434092]"
attacker_blocks,46.4,6.619835513230085,C,0.2,2000,0.0,10,C,-0.8614495786399091,"[-1.2863418069243713, -0.9902508321981414, -0.8653435203645844, -0.8147062007558433, -0.7838082347857269, -0.7330198924616025, -0.7169407683855941, -0.7011853732434092]"
total_blocks,600.0,0.0,C,0.2,2000,0.0,10,C,-0.8614495786399091,"[-1.2863418069243713, -0.9902508321981414, -0.8653435203645844, -0.8147062007558433, -0.7838082347857269, -0.7330198924616025, -0.7169407683855941, -0.7011853732434092]"
fork_rate,0.0,0.0,C,0.2,2000,0.0,10,C,-0.8614495786399091,"[-1.2863418069243713, -0.9902508321981414, -0.8653435203645844, -0.8147062007558433, -0.7838082347857269, -0.7330198924616025, -0.7169407683855941, -0.7011853732434092]"
orphan_blocks,552.4,6.603029607687671,C,0.2,2000,0.0,10,C,-0.8614495786399091,"[-1.2863418069243713, -0.9902508321981414, -0.8653435203645844, -0.8147062007558433, -0.7838082347857269, -0.7330198924616025, -0.7169407683855941, -0.7011853732434092]"
delay_usage_freq,0.5301666666666667,0.12018363007611148,C,0.2,2000,0.0,10,C,-0.8614495786399091,"[-1.2863418069243713, -0.9902508321981414, -0.8653435203645844, -0.8147062007558433, -0.7838082347857269, -0.7330198924616025, -0.7169407683855941, -0.7011853732434092]"
delay_cost,497123.3531763983,118546.06178968845,C,0.2,2000,0.0,10,C,-0.8614495786399091,"[-1.2863418069243713, -0.9902508321981414, -0.8653435203645844, -0.8147062007558433, -0.7838082347857269, -0.7330198924616025, -0.7169407683855941, -0.7011853732434092]"
mean_reward,-0.6842310886464464,0.01476582285965543,C,0.2,2000,0.0,10,C,-0.8614495786399091,"[-1.2863418069243713, -0.9902508321981414, -0.8653435203645844, -0.8147062007558433, -0.7838082347857269, -0.7330198924616025, -0.7169407683855941, -0.7011853732434092]"
epsilon,0.05,0.0,C,0.2,2000,0.0,10,C,-0.8614495786399091,"[-1.2863418069243713, -0.9902508321981414, -0.8653435203645844, -0.8147062007558433, -0.7838082347857269, -0.7330198924616025, -0.7169407683855941, -0.7011853732434092]"
REV,0.06433333333333333,0.02701394244496262,no_targeting,0.2,2000,0.0,10,no_targeting,-1.772843478674686,"[-2.092767291010092, -2.0423465929332214, -1.9463271432675033, -1.8118256967973358, -1.690069917079952, -1.566927041056182, -1.557890330723045, -1.4745938165301573]"
attacker_blocks,38.6,16.208365466977572,no_targeting,0.2,2000,0.0,10,no_targeting,-1.772843478674686,"[-2.092767291010092, -2.0423465929332214, -1.9463271432675033, -1.8118256967973358, -1.690069917079952, -1.566927041056182, -1.557890330723045, -1.4745938165301573]"
total_blocks,600.0,0.0,no_targeting,0.2,2000,0.0,10,no_targeting,-1.772843478674686,"[-2.092767291010092, -2.0423465929332214, -1.9463271432675033, -1.8118256967973358, -1.690069917079952, -1.566927041056182, -1.557890330723045, -1.4745938165301573]"
fork_rate,0.0,0.0,no_targeting,0.2,2000,0.0,10,no_targeting,-1.772843478674686,"[-2.092767291010092, -2.0423465929332214, -1.9463271432675033, -1.8118256967973358, -1.690069917079952, -1.566927041056182, -1.557890330723045, -1.4745938165301573]"
orphan_blocks,556.8,9.566144004305555,no_targeting,0.2,2000,0.0,10,no_targeting,-1.772843478674686,"[-2.092767291010092, -2.0423465929332214, -1.9463271432675033, -1.8118256967973358, -1.690069917079952, -1.566927041056182, -1.557890330723045, -1.4745938165301573]"
delay_usage_freq,0.16133333333333333,0.06338594306135846,no_targeting,0.2,2000,0.0,10,no_targeting,-1.772843478674686,"[-2.092767291010092, -2.0423465929332214, -1.9463271432675033, -1.8118256967973358, -1.690069917079952, -1.566927041056182, -1.557890330723045, -1.4745938165301573]"
delay_cost,712029.3191373269,284450.4150005836,no_targeting,0.2,2000,0.0,10,no_targeting,-1.772843478674686,"[-2.092767291010092, -2.0423465929332214, -1.9463271432675033, -1.8118256967973358, -1.690069917079952, -1.566927041056182, -1.557890330723045, -1.4745938165301573]"
mean_reward,-1.3843290780646913,0.11023865072367466,no_targeting,0.2,2000,0.0,10,no_targeting,-1.772843478674686,"[-2.092767291010092, -2.0423465929332214, -1.9463271432675033, -1.8118256967973358, -1.690069917079952, -1.566927041056182, -1.557890330723045, -1.4745938165301573]"
epsilon,0.05,0.0,no_targeting,0.2,2000,0.0,10,no_targeting,-1.772843478674686,"[-2.092767291010092, -2.0423465929332214, -1.9463271432675033, -1.8118256967973358, -1.690069917079952, -1.566927041056182, -1.557890330723045, -1.4745938165301573]"
REV,0.17750000000000002,0.011553685746158568,no_rl,0.2,2000,0.0,10,no_rl,,
attacker_blocks,106.5,6.93221144769514,no_rl,0.2,2000,0.0,10,no_rl,,
total_blocks,600.0,0.0,no_rl,0.2,2000,0.0,10,no_rl,,
fork_rate,0.0,0.0,no_rl,0.2,2000,0.0,10,no_rl,,
orphan_blocks,492.5,6.93221144769514,no_rl,0.2,2000,0.0,10,no_rl,,
delay_usage_freq,0.0,0.0,no_rl,0.2,2000,0.0,10,no_rl,,
delay_cost,195763.15843841358,31703.418424442014,no_rl,0.2,2000,0.0,10,no_rl,,
mean_reward,0.0,0.0,no_rl,0.2,2000,0.0,10,no_rl,,
epsilon,0.0,0.0,no_rl,0.2,2000,0.0,10,no_rl,,
REV,0.19483333333333336,0.01915579401759281,no_cost,0.2,2000,0.0,10,no_cost,0.15863045634920636,"[0.07833333333333334, 0.14, 0.16055555555555556, 0.16791666666666666, 0.17533333333333334, 0.18, 0.18357142857142858, 0.18333333333333332]"
attacker_blocks,116.9,11.493476410555685,no_cost,0.2,2000,0.0,10,no_cost,0.15863045634920636,"[0.07833333333333334, 0.14, 0.16055555555555556, 0.16791666666666666, 0.17533333333333334, 0.18, 0.18357142857142858, 0.18333333333333332]"
total_blocks,600.0,0.0,no_cost,0.2,2000,0.0,10,no_cost,0.15863045634920636,"[0.07833333333333334, 0.14, 0.16055555555555556, 0.16791666666666666, 0.17533333333333334, 0.18, 0.18357142857142858, 0.18333333333333332]"
fork_rate,0.0,0.0,no_cost,0.2,2000,0.0,10,no_cost,0.15863045634920636,"[0.07833333333333334, 0.14, 0.16055555555555556, 0.16791666666666666, 0.17533333333333334, 0.18, 0.18357142857142858, 0.18333333333333332]"
orphan_blocks,482.1,11.493476410555685,no_cost,0.2,2000,0.0,10,no_cost,0.15863045634920636,"[0.07833333333333334, 0.14, 0.16055555555555556, 0.16791666666666666, 0.17533333333333334, 0.18, 0.18357142857142858, 0.18333333333333332]"
delay_usage_freq,0.221,0.020611036238258735,no_cost,0.2,2000,0.0,10,no_cost,0.15863045634920636,"[0.07833333333333334, 0.14, 0.16055555555555556, 0.16791666666666666, 0.17533333333333334, 0.18, 0.18357142857142858, 0.18333333333333332]"
delay_cost,782678.7052373937,151982.33695506412,no_cost,0.2,2000,0.0,10,no_cost,0.15863045634920636,"[0.07833333333333334, 0.14, 0.16055555555555556, 0.16791666666666666, 0.17533333333333334, 0.18, 0.18357142857142858, 0.18333333333333332]"
mean_reward,0.18831180603165898,0.0031436191349149896,no_cost,0.2,2000,0.0,10,no_cost,0.15863045634920636,"[0.07833333333333334, 0.14, 0.16055555555555556, 0.16791666666666666, 0.17533333333333334, 0.18, 0.18357142857142858, 0.18333333333333332]"
epsilon,0.05,0.0,no_cost,0.2,2000,0.0,10,no_cost,0.15863045634920636,"[0.07833333333333334, 0.14, 0.16055555555555556, 0.16791666666666666, 0.17533333333333334, 0.18, 0.18357142857142858, 0.18333333333333332]"
REV,0.1706666666666667,0.042833297305072036,A,0.2,2000,0.5,10,A,,
attacker_blocks,102.4,25.699978383043224,A,0.2,2000,0.5,10,A,,
total_blocks,600.0,0.0,A,0.2,2000,0.5,10,A,,
fork_rate,0.0,0.0,A,0.2,2000,0.5,10,A,,
orphan_blocks,427.9,30.51575185229935,A,0.2,2000,0.5,10,A,,
delay_usage_freq,0.0,0.0,A,0.2,2000,0.5,10,A,,
delay_cost,0.0,0.0,A,0.2,2000,0.5,10,A,,
mean_reward,0.0,0.0,A,0.2,2000,0.5,10,A,,
epsilon,0.0,0.0,A,0.2,2000,0.5,10,A,,
REV,0.20433333333333334,0.017729100023811725,B,0.2,2000,0.5,10,B,,
attacker_blocks,122.6,10.637460014287036,B,0.2,2000,0.5,10,B,,
total_blocks,600.0,0.0,B,0.2,2000,0.5,10,B,,
fork_rate,0.0,0.0,B,0.2,2000,0.5,10,B,,
orphan_blocks,476.4,10.637460014287036,B,0.2,2000,0.5,10,B,,
delay_usage_freq,0.0,0.0,B,0.2,2000,0.5,10,B,,
delay_cost,216894.00041631275,42247.19787890958,B,0.2,2000,0.5,10,B,,
mean_reward,0.0,0.0,B,0.2,2000,0.5,10,B,,
epsilon,0.0,0.0,B,0.2,2000,0.5,10,B,,
REV,0.07266666666666667,0.010634209879115909,C,0.2,2000,0.5,10,C,-1.6834659632460443,"[-2.000497394169598, -1.9403828999006092, -1.8903917925218054, -1.7147284457114476, -1.5874565983601845, -1.5075442544436723, -1.4593191255844375, -1.3674071952765998]"
attacker_blocks,43.6,6.380525927469546,C,0.2,2000,0.5,10,C,-1.6834659632460443,"[-2.000497394169598, -1.9403828999006092, -1.8903917925218054, -1.7147284457114476, -1.5874565983601845, -1.5075442544436723, -1.4593191255844375, -1.3674071952765998]"
total_blocks,600.0,0.0,C,0.2,2000,0.5,10,C,-1.6834659632460443,"[-2.000497394169598, -1.9403828999006092, -1.8903917925218054, -1.7147284457114476, -1.5874565983601845, -1.5075442544436723, -1.4593191255844375, -1.3674071952765998]"
fork_rate,0.0,0.0,C,0.2,2000,0.5,10,C,-1.6834659632460443,"[-2.000497394169598, -1.9403828999006092, -1.8903917925218054, -1.7147284457114476, -1.5874565983601845, -1.5075442544436723, -1.4593191255844375, -1.3674071952765998]"
orphan_blocks,554.9,5.896326540030383,C,0.2,2000,0.5,10,C,-1.6834659632460443,"[-2.000497394169598, -1.9403828999006092, -1.8903917925218054, -1.7147284457114476, -1.5874565983601845, -1.5075442544436723, -1.4593191255844375, -1.3674071952765998]"
delay_usage_freq,0.18433333333333332,0.03988563898862427,C,0.2,2000,0.5,10,C,-1.6834659632460443,"[-2.000497394169598, -1.9403828999006092, -1.8903917925218054, -1.7147284457114476, -1.5874565983601845, -1.5075442544436723, -1.4593191255844375, -1.3674071952765998]"
delay_cost,575590.4486688495,140989.8626459219,C,0.2,2000,0.5,10,C,-1.6834659632460443,"[-2.000497394169598, -1.9403828999006092, -1.8903917925218054, -1.7147284457114476, -1.5874565983601845, -1.5075442544436723, -1.4593191255844375, -1.3674071952765998]"
mean_reward,-1.1606143973781529,0.08588868760013874,C,0.2,2000,0.5,10,C,-1.6834659632460443,"[-2.000497394169598, -1.9403828999006092, -1.8903917925218054, -1.7147284457114476, -1.5874565983601845, -1.5075442544436723, -1.4593191255844375, -1.3674071952765998]"
epsilon,0.05,0.0,C,0.2,2000,0.5,10,C,-1.6834659632460443,"[-2.000497394169598, -1.9403828999006092, -1.8903917925218054, -1.7147284457114476, -1.5874565983601845, -1.5075442544436723, -1.4593191255844375, -1.3674071952765998]"
REV,0.098,0.010446808243149478,no_targeting,0.2,2000,0.5,10,no_targeting,-2.1532076888658844,"[-2.9964755589851833, -2.541777427013651, -2.3704798803067955, -2.145974674401739, -1.9418818957246342, -1.7932736804744849, -1.7536595399289292, -1.6821388540916569]"
attacker_blocks,58.8,6.268084945889684,no_targeting,0.2,2000,0.5,10,no_targeting,-2.1532076888658844,"[-2.9964755589851833, -2.541777427013651, -2.3704798803067955, -2.145974674401739, -1.9418818957246342, -1.7932736804744849, -1.7536595399289292, -1.6821388540916569]"
total_blocks,600.0,0.0,no_targeting,0.2,2000,0.5,10,no_targeting,-2.1532076888658844,"[-2.9964755589851833, -2.541777427013651, -2.3704798803067955, -2.145974674401739, -1.9418818957246342, -1.7932736804744849, -1.7536595399289292, -1.6821388540916569]"
fork_rate,0.0,0.0,no_targeting,0.2,2000,0.5,10,no_targeting,-2.1532076888658844,"[-2.9964755589851833, -2.541777427013651, -2.3704798803067955, -2.145974674401739, -1.9418818957246342, -1.7932736804744849, -1.7536595399289292, -1.6821388540916569]"
orphan_blocks,539.3,4.691600058733813,no_targeting,0.2,2000,0.5,10,no_targeting,-2.1532076888658844,"[-2.9964755589851833, -2.541777427013651, -2.3704798803067955, -2.145974674401739, -1.9418818957246342, -1.7932736804744849, -1.7536595399289292, -1.6821388540916569]"
delay_usage_freq,0.06883333333333333,0.03889722132955636,no_targeting,0.2,2000,0.5,10,no_targeting,-2.1532076888658844,"[-2.9964755589851833, -2.541777427013651, -2.3704798803067955, -2.145974674401739, -1.9418818957246342, -1.7932736804744849, -1.7536595399289292, -1.6821388540916569]"
delay_cost,403539.1897516778,96334.72582136112,no_targeting,0.2,2000,0.5,10,no_targeting,-2.1532076888658844,"[-2.9964755589851833, -2.541777427013651, -2.3704798803067955, -2.145974674401739, -1.9418818957246342, -1.7932736804744849, -1.7536595399289292, -1.6821388540916569]"
mean_reward,-1.2534180281925424,0.18543864118412048,no_targeting,0.2,2000,0.5,10,no_targeting,-2.1532076888658844,"[-2.9964755589851833, -2.541777427013651, -2.3704798803067955, -2.145974674401739, -1.9418818957246342, -1.7932736804744849, -1.7536595399289292, -1.6821388540916569]"
epsilon,0.05,0.0,no_targeting,0.2,2000,0.5,10,no_targeting,-2.1532076888658844,"[-2.9964755589851833, -2.541777427013651, -2.3704798803067955, -2.145974674401739, -1.9418818957246342, -1.7932736804744849, -1.7536595399289292, -1.6821388540916569]"
REV,0.17766666666666667,0.01405895874478812,no_rl,0.2,2000,0.5,10,no_rl,,
attacker_blocks,106.6,8.435375246872871,no_rl,0.2,2000,0.5,10,no_rl,,
total_blocks,600.0,0.0,no_rl,0.2,2000,0.5,10,no_rl,,
fork_rate,0.0,0.0,no_rl,0.2,2000,0.5,10,no_rl,,
orphan_blocks,492.4,8.435375246872871,no_rl,0.2,2000,0.5,10,no_rl,,
delay_usage_freq,0.0,0.0,no_rl,0.2,2000,0.5,10,no_rl,,
delay_cost,223519.89745379463,48383.114245456374,no_rl,0.2,2000,0.5,10,no_rl,,
mean_reward,0.0,0.0,no_rl,0.2,2000,0.5,10,no_rl,,
epsilon,0.0,0.0,no_rl,0.2,2000,0.5,10,no_rl,,
REV,0.19916666666666666,0.013927723485246308,no_cost,0.2,2000,0.5,10,no_cost,0.18259176587301587,"[0.18, 0.16583333333333333, 0.17722222222222223, 0.1825, 0.185, 0.19083333333333333, 0.18976190476190477, 0.18958333333333333]"
attacker_blocks,119.5,8.356634091147782,no_cost,0.2,2000,0.5,10,no_cost,0.18259176587301587,"[0.18, 0.16583333333333333, 0.17722222222222223, 0.1825, 0.185, 0.19083333333333333, 0.18976190476190477, 0.18958333333333333]"
total_blocks,600.0,0.0,no_cost,0.2,2000,0.5,10,no_cost,0.18259176587301587,"[0.18, 0.16583333333333333, 0.17722222222222223, 0.1825, 0.185, 0.19083333333333333, 0.18976190476190477, 0.18958333333333333]"
fork_rate,0.0,0.0,no_cost,0.2,2000,0.5,10,no_cost,0.18259176587301587,"[0.18, 0.16583333333333333, 0.17722222222222223, 0.1825, 0.185, 0.19083333333333333, 0.18976190476190477, 0.18958333333333333]"
orphan_blocks,479.5,8.356634091147782,no_cost,0.2,2000,0.5,10,no_cost,0.18259176587301587,"[0.18, 0.16583333333333333, 0.17722222222222223, 0.1825, 0.185, 0.19083333333333333, 0.18976190476190477, 0.18958333333333333]"
delay_usage_freq,0.03333333333333333,0.006894263136661586,no_cost,0.2,2000,0.5,10,no_cost,0.18259176587301587,"[0.18, 0.16583333333333333, 0.17722222222222223, 0.1825, 0.185, 0.19083333333333333, 0.18976190476190477, 0.18958333333333333]"
delay_cost,269949.83209229854,36800.99927221807,no_cost,0.2,2000,0.5,10,no_cost,0.18259176587301587,"[0.18, 0.16583333333333333, 0.17722222222222223, 0.1825, 0.185, 0.19083333333333333, 0.18976190476190477, 0.18958333333333333]"
mean_reward,0.19403966761724117,0.0021230496498368225,no_cost,0.2,2000,0.5,10,no_cost,0.18259176587301587,"[0.18, 0.16583333333333333, 0.17722222222222223, 0.1825, 0.185, 0.19083333333333333, 0.18976190476190477, 0.18958333333333333]"
epsilon,0.05,0.0,no_cost,0.2,2000,0.5,10,no_cost,0.18259176587301587,"[0.18, 0.16583333333333333, 0.17722222222222223, 0.1825, 0.185, 0.19083333333333333, 0.18976190476190477, 0.18958333333333333]"
REV,0.2361666666666667,0.014359794695736556,A,0.25,0,0.0,10,A,,
attacker_blocks,141.7,8.615876817441933,A,0.25,0,0.0,10,A,,
total_blocks,600.0,0.0,A,0.25,0,0.0,10,A,,
fork_rate,0.0,0.0,A,0.25,0,0.0,10,A,,
orphan_blocks,411.3,9.866328823044794,A,0.25,0,0.0,10,A,,
delay_usage_freq,0.0,0.0,A,0.25,0,0.0,10,A,,
delay_cost,0.0,0.0,A,0.25,0,0.0,10,A,,
mean_reward,0.0,0.0,A,0.25,0,0.0,10,A,,
epsilon,0.0,0.0,A,0.25,0,0.0,10,A,,
REV,0.25583333333333336,0.020775846612572396,B,0.25,0,0.0,10,B,,
attacker_blocks,153.5,12.465507967543436,B,0.25,0,0.0,10,B,,
total_blocks,600.0,0.0,B,0.25,0,0.0,10,B,,
fork_rate,0.0,0.0,B,0.25,0,0.0,10,B,,
orphan_blocks,445.5,12.465507967543436,B,0.25,0,0.0,10,B,,
delay_usage_freq,0.0,0.0,B,0.25,0,0.0,10,B,,
delay_cost,196279.84823052483,26460.308988300494,B,0.25,0,0.0,10,B,,
mean_reward,0.0,0.0,B,0.25,0,0.0,10,B,,
epsilon,0.0,0.0,B,0.25,0,0.0,10,B,,
REV,0.19416666666666665,0.023070610880940128,C,0.25,0,0.0,10,C,-0.1437494598843398,"[-0.15121414642449388, -0.137266501767538, -0.1397791533204382, -0.13608579666236972, -0.14772233822679148, -0.14779974702437343, -0.144431052582844, -0.14569694306586978]"
attacker_blocks,116.5,13.842366528564078,C,0.25,0,0.0,10,C,-0.1437494598843398,"[-0.15121414642449388, -0.137266501767538, -0.1397791533204382, -0.13608579666236972, -0.14772233822679148, -0.14779974702437343, -0.144431052582844, -0.14569694306586978]"
total_blocks,600.0,0.0,C,0.25,0,0.0,10,C,-0.1437494598843398,"[-0.15121414642449388, -0.137266501767538, -0.1397791533204382, -0.13608579666236972, -0.14772233822679148, -0.14779974702437343, -0.144431052582844, -0.14569694306586978]"
